,Section,Paragraph,algo_score_raw
245,method,6,2
246,method,0,2
247,method,1,5
248,method,2,4
249,method,3,4
250,method,4,2
251,method,5,8
252,method,6,2
253,method,0,2
254,method,1,5
255,method,2,4
256,method,3,4
257,method,4,2
258,method,5,8
259,method,6,2
260,method,0,2
261,method,1,5
262,method,2,4
263,method,3,4
264,method,4,2
265,method,5,8
266,method,6,2
267,method,0,2
268,method,1,5
269,method,2,4
270,method,3,4
271,method,4,2
272,method,5,8
273,method,6,2
274,method,0,2
275,method,1,5
276,method,2,4
277,method,3,4
278,method,4,2
279,method,5,8
280,method,6,2
281,method,0,2
282,method,1,5
283,method,2,4
284,method,3,4
285,method,4,2
286,method,5,8
287,method,6,2
288,method,0,2
289,method,1,5
290,findings,0,1
291,findings,1,4
292,findings,2,8
293,findings,3,10
294,findings,4,1
295,findings,5,4
296,findings,6,8
297,findings,7,6
298,findings,8,7
299,findings,9,4
300,findings,10,2
301,findings,11,1
302,findings,12,1
303,findings,13,4
304,findings,14,4
305,findings,15,2
306,findings,16,0
307,findings,17,1
308,findings,18,1
309,findings,19,0
310,findings,20,1
311,findings,21,1
312,findings,22,1
313,findings,23,3
314,findings,24,3
315,findings,25,9
316,findings,26,2
317,findings,27,6
318,findings,28,3
319,findings,29,1
320,findings,30,9
321,findings,31,5
322,findings,32,14
323,findings,33,3
324,findings,34,4
325,findings,35,3
326,findings,36,0
327,findings,37,13
328,findings,38,8
329,findings,39,4
330,findings,40,6
331,findings,41,8
332,findings,42,4
333,findings,43,7
334,findings,44,1
335,findings,45,4
336,findings,46,2
337,findings,47,4
338,findings,48,6
339,findings,49,4
340,findings,50,12
341,findings,51,4
342,findings,52,17
343,findings,53,8
344,findings,54,3
345,findings,55,7
346,findings,56,8
347,findings,57,2
348,discussion,0,2
349,discussion,1,16
350,discussion,2,15
351,discussion,3,6
352,discussion,4,0
353,discussion,5,9
354,discussion,6,9
355,discussion,7,4
356,discussion,8,16
357,discussion,9,14
358,discussion,0,2
359,discussion,1,16
360,discussion,2,15
361,discussion,3,6
362,discussion,4,0
363,discussion,5,9
364,discussion,6,9
365,discussion,7,4
366,discussion,8,16
367,discussion,9,14
368,discussion,0,2
369,discussion,1,16
370,discussion,2,15
371,discussion,3,6
372,discussion,4,0
373,discussion,5,9
374,discussion,6,9
375,discussion,7,4
376,discussion,8,16
377,discussion,9,14
378,discussion,0,2
379,discussion,1,16
380,discussion,2,15
381,discussion,3,6
382,discussion,4,0
383,discussion,5,9
384,discussion,6,9
385,discussion,7,4
386,discussion,8,16
387,discussion,9,14
388,discussion,0,2
389,discussion,1,16
390,discussion,2,15
391,discussion,3,6
392,discussion,4,0
393,discussion,5,9
394,discussion,6,9
395,discussion,7,4
396,discussion,8,16
397,discussion,9,14
398,discussion,0,2
399,discussion,1,16
400,discussion,2,15
401,discussion,3,6
402,discussion,4,0
403,discussion,5,9
404,discussion,6,9
405,discussion,7,4
406,conclusion,0,11
407,conclusion,1,2
408,conclusion,0,11
409,conclusion,1,2
410,conclusion,0,11
411,conclusion,1,2
412,conclusion,0,11
413,conclusion,1,2
414,conclusion,0,11
415,conclusion,1,2
416,conclusion,0,11
417,conclusion,1,2
418,conclusion,0,11
419,conclusion,1,2
420,conclusion,0,11
421,conclusion,1,2
422,conclusion,0,11
423,conclusion,1,2
424,conclusion,0,11
425,conclusion,1,2
426,conclusion,0,11
427,conclusion,1,2
428,conclusion,0,11
429,conclusion,1,2
430,conclusion,0,11
431,conclusion,1,2
432,conclusion,0,11
433,conclusion,1,2
434,conclusion,0,11
435,conclusion,1,2
436,conclusion,0,11
437,conclusion,1,2
438,conclusion,0,11
439,conclusion,1,2
440,conclusion,0,11
441,conclusion,1,2
442,conclusion,0,11
443,conclusion,1,2
444,conclusion,0,11
445,conclusion,1,2
446,conclusion,0,11
447,conclusion,1,2
448,conclusion,0,11
449,conclusion,1,2
450,conclusion,0,11
451,conclusion,1,2
452,conclusion,0,11
453,conclusion,1,2
454,conclusion,0,11
455,conclusion,1,2
456,conclusion,0,11
457,conclusion,1,2
458,conclusion,0,11
459,conclusion,1,2
460,conclusion,0,11
461,conclusion,1,2
462,conclusion,0,11
463,conclusion,1,2
