,Section,Paragraph,algo_score_raw
135,related_work,3,0
136,related_work,0,0
137,related_work,1,0
138,background,0,0
139,background,1,0
140,background,2,0
141,background,3,0
142,background,4,0
143,background,5,0
144,background,0,0
145,background,1,0
146,background,2,0
147,background,3,0
148,background,4,0
149,background,5,0
150,background,0,0
151,background,1,0
152,background,2,0
153,background,3,0
154,background,4,0
155,background,5,0
156,background,0,0
157,background,1,0
158,background,2,0
159,background,3,0
160,background,4,0
161,background,5,0
162,background,0,0
163,background,1,0
164,background,2,0
165,background,3,0
166,background,4,0
167,background,5,0
168,background,0,0
169,background,1,0
170,background,2,0
171,background,3,0
172,background,4,0
173,background,5,0
174,background,0,0
175,background,1,0
176,background,2,0
177,background,3,0
178,background,4,0
179,background,5,0
180,background,0,0
181,background,1,0
182,background,2,0
183,background,3,0
184,methodology,0,0
185,methodology,1,0
186,methodology,2,0
187,methodology,3,0
188,methodology,4,0
189,methodology,5,0
190,methodology,6,0
191,methodology,0,0
192,methodology,1,0
193,methodology,2,0
194,methodology,3,0
195,methodology,4,0
196,methodology,5,0
197,methodology,6,0
198,methodology,0,0
199,methodology,1,0
200,methodology,2,0
201,methodology,3,0
202,methodology,4,0
203,methodology,5,0
204,methodology,6,0
205,methodology,0,0
206,methodology,1,0
207,methodology,2,0
208,methodology,3,0
209,methodology,4,0
210,methodology,5,0
211,methodology,6,0
212,methodology,0,0
213,methodology,1,0
214,methodology,2,0
215,methodology,3,0
216,methodology,4,0
217,methodology,5,0
218,methodology,6,0
219,methodology,0,0
220,methodology,1,0
221,methodology,2,0
222,methodology,3,0
223,methodology,4,0
224,methodology,5,0
225,methodology,6,0
226,methodology,0,0
227,methodology,1,0
228,methodology,2,0
229,methodology,3,0
230,findings,0,0
231,findings,1,0
232,findings,2,0
233,findings,3,1
234,findings,4,0
235,findings,5,0
236,findings,6,0
237,findings,7,0
238,findings,8,4
239,findings,9,2
240,findings,10,0
241,findings,11,2
242,findings,12,1
243,findings,13,2
244,findings,14,2
245,findings,15,0
246,findings,16,1
247,findings,17,0
248,findings,18,0
249,findings,19,0
250,findings,20,0
251,findings,21,0
252,findings,22,0
253,findings,23,0
254,findings,24,0
255,findings,25,0
256,findings,26,0
257,findings,27,0
258,findings,28,0
259,findings,29,1
260,findings,30,0
261,findings,31,0
262,findings,32,0
263,findings,33,1
264,findings,34,0
265,findings,35,0
266,findings,36,0
267,findings,37,0
268,findings,38,0
269,findings,39,1
270,findings,40,0
271,findings,41,0
272,findings,42,0
273,findings,43,0
274,findings,44,0
275,findings,45,0
276,discussion,0,0
277,discussion,1,0
278,discussion,2,1
279,discussion,3,0
280,discussion,4,0
281,discussion,5,0
282,discussion,6,0
283,discussion,7,0
284,discussion,8,1
285,discussion,0,0
286,discussion,1,0
287,discussion,2,1
288,discussion,3,0
289,discussion,4,0
290,discussion,5,0
291,discussion,6,0
292,discussion,7,0
293,discussion,8,1
294,discussion,0,0
295,discussion,1,0
296,discussion,2,1
297,discussion,3,0
298,discussion,4,0
299,discussion,5,0
300,discussion,6,0
301,discussion,7,0
302,discussion,8,1
303,discussion,0,0
304,discussion,1,0
305,discussion,2,1
306,discussion,3,0
307,discussion,4,0
308,discussion,5,0
309,discussion,6,0
310,discussion,7,0
311,discussion,8,1
312,discussion,0,0
313,discussion,1,0
314,discussion,2,1
315,discussion,3,0
316,discussion,4,0
317,discussion,5,0
318,discussion,6,0
319,discussion,7,0
320,discussion,8,1
321,discussion,0,0
322,conclusion,0,0
323,conclusion,1,0
324,conclusion,0,0
325,conclusion,1,0
326,conclusion,0,0
327,conclusion,1,0
328,conclusion,0,0
329,conclusion,1,0
330,conclusion,0,0
331,conclusion,1,0
332,conclusion,0,0
333,conclusion,1,0
334,conclusion,0,0
335,conclusion,1,0
336,conclusion,0,0
337,conclusion,1,0
338,conclusion,0,0
339,conclusion,1,0
340,conclusion,0,0
341,conclusion,1,0
342,conclusion,0,0
343,conclusion,1,0
344,conclusion,0,0
345,conclusion,1,0
346,conclusion,0,0
347,conclusion,1,0
348,conclusion,0,0
349,conclusion,1,0
350,conclusion,0,0
351,conclusion,1,0
352,conclusion,0,0
353,conclusion,1,0
354,conclusion,0,0
355,conclusion,1,0
356,conclusion,0,0
357,conclusion,1,0
358,conclusion,0,0
359,conclusion,1,0
360,conclusion,0,0
361,conclusion,1,0
362,conclusion,0,0
363,conclusion,1,0
364,conclusion,0,0
365,conclusion,1,0
366,conclusion,0,0
367,conclusion,1,0
