,Section,Paragraph,algo_score_raw
293,discussion,8,1
294,discussion,0,0
295,discussion,1,0
296,discussion,2,0
297,discussion,3,0
298,discussion,4,0
299,discussion,5,1
300,discussion,6,1
301,discussion,7,0
302,discussion,8,1
303,discussion,0,0
304,discussion,1,0
305,discussion,2,0
306,discussion,3,0
307,discussion,4,0
308,discussion,5,1
309,discussion,6,1
310,discussion,7,0
311,discussion,8,1
312,discussion,0,0
313,discussion,1,0
314,discussion,2,0
315,discussion,3,0
316,discussion,4,0
317,discussion,5,1
318,discussion,6,1
319,discussion,7,0
320,discussion,8,1
321,discussion,0,0
322,conclusion,0,0
323,conclusion,1,0
324,conclusion,0,0
325,conclusion,1,0
326,conclusion,0,0
327,conclusion,1,0
328,conclusion,0,0
329,conclusion,1,0
330,conclusion,0,0
331,conclusion,1,0
332,conclusion,0,0
333,conclusion,1,0
334,conclusion,0,0
335,conclusion,1,0
336,conclusion,0,0
337,conclusion,1,0
338,conclusion,0,0
339,conclusion,1,0
340,conclusion,0,0
341,conclusion,1,0
342,conclusion,0,0
343,conclusion,1,0
344,conclusion,0,0
345,conclusion,1,0
346,conclusion,0,0
347,conclusion,1,0
348,conclusion,0,0
349,conclusion,1,0
350,conclusion,0,0
351,conclusion,1,0
352,conclusion,0,0
353,conclusion,1,0
354,conclusion,0,0
355,conclusion,1,0
356,conclusion,0,0
357,conclusion,1,0
358,conclusion,0,0
359,conclusion,1,0
360,conclusion,0,0
361,conclusion,1,0
362,conclusion,0,0
363,conclusion,1,0
364,conclusion,0,0
365,conclusion,1,0
366,conclusion,0,0
367,conclusion,1,0
