,Section,Paragraph,algo_score_raw
225,methodology,6,0
226,methodology,0,0
227,methodology,1,0
228,methodology,2,0
229,methodology,3,3
230,findings,0,0
231,findings,1,1
232,findings,2,1
233,findings,3,0
234,findings,4,0
235,findings,5,2
236,findings,6,1
237,findings,7,1
238,findings,8,0
239,findings,9,0
240,findings,10,4
241,findings,11,0
242,findings,12,0
243,findings,13,0
244,findings,14,0
245,findings,15,0
246,findings,16,0
247,findings,17,1
248,findings,18,0
249,findings,19,2
250,findings,20,1
251,findings,21,2
252,findings,22,0
253,findings,23,0
254,findings,24,1
255,findings,25,0
256,findings,26,0
257,findings,27,0
258,findings,28,1
259,findings,29,0
260,findings,30,0
261,findings,31,0
262,findings,32,1
263,findings,33,0
264,findings,34,0
265,findings,35,1
266,findings,36,0
267,findings,37,0
268,findings,38,1
269,findings,39,1
270,findings,40,2
271,findings,41,0
272,findings,42,0
273,findings,43,1
274,findings,44,0
275,findings,45,2
276,discussion,0,0
277,discussion,1,4
278,discussion,2,1
279,discussion,3,2
280,discussion,4,0
281,discussion,5,1
282,discussion,6,0
283,discussion,7,7
284,discussion,8,4
285,discussion,0,0
286,discussion,1,4
287,discussion,2,1
288,discussion,3,2
289,discussion,4,0
290,discussion,5,1
291,discussion,6,0
292,discussion,7,7
293,discussion,8,4
294,discussion,0,0
295,discussion,1,4
296,discussion,2,1
297,discussion,3,2
298,discussion,4,0
299,discussion,5,1
300,discussion,6,0
301,discussion,7,7
302,discussion,8,4
303,discussion,0,0
304,discussion,1,4
305,discussion,2,1
306,discussion,3,2
307,discussion,4,0
308,discussion,5,1
309,discussion,6,0
310,discussion,7,7
311,discussion,8,4
312,discussion,0,0
313,discussion,1,4
314,discussion,2,1
315,discussion,3,2
316,discussion,4,0
317,discussion,5,1
318,discussion,6,0
319,discussion,7,7
320,discussion,8,4
321,discussion,0,0
322,conclusion,0,2
323,conclusion,1,1
324,conclusion,0,2
325,conclusion,1,1
326,conclusion,0,2
327,conclusion,1,1
328,conclusion,0,2
329,conclusion,1,1
330,conclusion,0,2
331,conclusion,1,1
332,conclusion,0,2
333,conclusion,1,1
334,conclusion,0,2
335,conclusion,1,1
336,conclusion,0,2
337,conclusion,1,1
338,conclusion,0,2
339,conclusion,1,1
340,conclusion,0,2
341,conclusion,1,1
342,conclusion,0,2
343,conclusion,1,1
344,conclusion,0,2
345,conclusion,1,1
346,conclusion,0,2
347,conclusion,1,1
348,conclusion,0,2
349,conclusion,1,1
350,conclusion,0,2
351,conclusion,1,1
352,conclusion,0,2
353,conclusion,1,1
354,conclusion,0,2
355,conclusion,1,1
356,conclusion,0,2
357,conclusion,1,1
358,conclusion,0,2
359,conclusion,1,1
360,conclusion,0,2
361,conclusion,1,1
362,conclusion,0,2
363,conclusion,1,1
364,conclusion,0,2
365,conclusion,1,1
366,conclusion,0,2
367,conclusion,1,1
