,Section,Paragraph,algo_score_raw
100,introduction,2,0
101,introduction,3,0
102,introduction,4,1
103,introduction,5,0
104,introduction,6,0
105,introduction,7,1
106,introduction,0,0
107,introduction,1,0
108,introduction,2,0
109,introduction,3,0
110,introduction,4,1
111,introduction,5,0
112,introduction,6,0
113,introduction,7,1
114,introduction,0,0
115,introduction,1,0
116,related work,0,0
117,related work,1,2
118,related work,2,0
119,related work,3,0
120,related work,0,0
121,related work,1,2
122,related work,2,0
123,related work,3,0
124,related work,0,0
125,related work,1,2
126,related work,2,0
127,related work,3,0
128,related work,0,0
129,related work,1,2
130,related work,2,0
131,related work,3,0
132,related work,0,0
133,related work,1,2
134,related work,2,0
135,related work,3,0
136,related work,0,0
137,related work,1,2
138,related work,2,0
139,related work,3,0
140,related work,0,0
141,related work,1,2
142,related work,2,0
143,related work,3,0
144,related work,0,0
145,related work,1,2
146,related work,2,0
147,related work,3,0
148,related work,0,0
149,related work,1,2
150,related work,2,0
151,related work,3,0
152,related work,0,0
153,related work,1,2
154,related work,2,0
155,related work,3,0
156,related work,0,0
157,related work,1,2
158,related work,2,0
159,related work,3,0
160,related work,0,0
161,related work,1,2
162,related work,2,0
163,related work,3,0
164,related work,0,0
165,related work,1,2
166,related work,2,0
167,related work,3,0
168,related work,0,0
169,related work,1,2
170,related work,2,0
171,related work,3,0
172,related work,0,0
173,related work,1,2
174,background,0,1
175,background,1,1
176,background,2,0
177,background,3,0
178,background,4,0
179,background,5,0
180,background,6,0
181,background,0,1
182,background,1,1
183,background,2,0
184,background,3,0
185,background,4,0
186,background,5,0
187,background,6,0
188,background,0,1
189,background,1,1
190,background,2,0
191,background,3,0
192,background,4,0
193,background,5,0
194,background,6,0
195,background,0,1
196,background,1,1
197,background,2,0
198,background,3,0
199,background,4,0
200,background,5,0
201,background,6,0
202,background,0,1
203,background,1,1
204,background,2,0
205,background,3,0
206,background,4,0
207,background,5,0
208,background,6,0
209,background,0,1
210,background,1,1
211,background,2,0
212,background,3,0
213,background,4,0
214,background,5,0
215,background,6,0
216,background,0,1
217,background,1,1
218,background,2,0
219,background,3,0
220,background,4,0
221,background,5,0
222,background,6,0
223,background,0,1
224,background,1,1
225,background,2,0
226,background,3,0
227,background,4,0
228,background,5,0
229,background,6,0
230,background,0,1
231,background,1,1
232,method,0,0
233,method,1,1
234,method,2,0
235,method,3,0
236,method,4,0
237,method,5,3
238,method,6,0
239,method,0,0
240,method,1,1
241,method,2,0
242,method,3,0
243,method,4,0
244,method,5,3
245,method,6,0
246,method,0,0
247,method,1,1
248,method,2,0
249,method,3,0
250,method,4,0
251,method,5,3
252,method,6,0
253,method,0,0
254,method,1,1
255,method,2,0
256,method,3,0
257,method,4,0
258,method,5,3
259,method,6,0
260,method,0,0
261,method,1,1
262,method,2,0
263,method,3,0
264,method,4,0
265,method,5,3
266,method,6,0
267,method,0,0
268,method,1,1
269,method,2,0
270,method,3,0
271,method,4,0
272,method,5,3
273,method,6,0
274,method,0,0
275,method,1,1
276,method,2,0
277,method,3,0
278,method,4,0
279,method,5,3
280,method,6,0
281,method,0,0
282,method,1,1
283,method,2,0
284,method,3,0
285,method,4,0
286,method,5,3
287,method,6,0
288,method,0,0
289,method,1,1
290,findings,0,1
291,findings,1,0
292,findings,2,1
293,findings,3,2
294,findings,4,0
295,findings,5,1
296,findings,6,0
297,findings,7,0
298,findings,8,0
299,findings,9,0
300,findings,10,1
301,findings,11,0
302,findings,12,0
303,findings,13,0
304,findings,14,1
305,findings,15,0
306,findings,16,0
307,findings,17,0
308,findings,18,0
309,findings,19,0
310,findings,20,0
311,findings,21,0
312,findings,22,0
313,findings,23,0
314,findings,24,0
315,findings,25,1
316,findings,26,0
317,findings,27,2
318,findings,28,0
319,findings,29,1
320,findings,30,0
321,findings,31,1
322,findings,32,1
323,findings,33,0
324,findings,34,1
325,findings,35,0
326,findings,36,0
327,findings,37,0
328,findings,38,0
329,findings,39,0
330,findings,40,0
331,findings,41,0
332,findings,42,0
333,findings,43,0
334,findings,44,0
335,findings,45,0
336,findings,46,1
337,findings,47,1
338,findings,48,0
339,findings,49,0
340,findings,50,0
341,findings,51,0
342,findings,52,0
343,findings,53,0
344,findings,54,0
345,findings,55,0
346,findings,56,0
347,findings,57,0
348,discussion,0,0
349,discussion,1,0
350,discussion,2,2
351,discussion,3,1
352,discussion,4,1
353,discussion,5,1
354,discussion,6,1
355,discussion,7,1
356,discussion,8,0
357,discussion,9,0
358,discussion,0,0
359,discussion,1,0
360,discussion,2,2
361,discussion,3,1
362,discussion,4,1
363,discussion,5,1
364,discussion,6,1
365,discussion,7,1
366,discussion,8,0
367,discussion,9,0
368,discussion,0,0
369,discussion,1,0
370,discussion,2,2
371,discussion,3,1
372,discussion,4,1
373,discussion,5,1
374,discussion,6,1
375,discussion,7,1
376,discussion,8,0
377,discussion,9,0
378,discussion,0,0
379,discussion,1,0
380,discussion,2,2
381,discussion,3,1
382,discussion,4,1
383,discussion,5,1
384,discussion,6,1
385,discussion,7,1
386,discussion,8,0
387,discussion,9,0
388,discussion,0,0
389,discussion,1,0
390,discussion,2,2
391,discussion,3,1
392,discussion,4,1
393,discussion,5,1
394,discussion,6,1
395,discussion,7,1
396,discussion,8,0
397,discussion,9,0
398,discussion,0,0
399,discussion,1,0
400,discussion,2,2
401,discussion,3,1
402,discussion,4,1
403,discussion,5,1
404,discussion,6,1
405,discussion,7,1
406,conclusion,0,1
407,conclusion,1,1
408,conclusion,0,1
409,conclusion,1,1
410,conclusion,0,1
411,conclusion,1,1
412,conclusion,0,1
413,conclusion,1,1
414,conclusion,0,1
415,conclusion,1,1
416,conclusion,0,1
417,conclusion,1,1
418,conclusion,0,1
419,conclusion,1,1
420,conclusion,0,1
421,conclusion,1,1
422,conclusion,0,1
423,conclusion,1,1
424,conclusion,0,1
425,conclusion,1,1
426,conclusion,0,1
427,conclusion,1,1
428,conclusion,0,1
429,conclusion,1,1
430,conclusion,0,1
431,conclusion,1,1
432,conclusion,0,1
433,conclusion,1,1
434,conclusion,0,1
435,conclusion,1,1
436,conclusion,0,1
437,conclusion,1,1
438,conclusion,0,1
439,conclusion,1,1
440,conclusion,0,1
441,conclusion,1,1
442,conclusion,0,1
443,conclusion,1,1
444,conclusion,0,1
445,conclusion,1,1
446,conclusion,0,1
447,conclusion,1,1
448,conclusion,0,1
449,conclusion,1,1
450,conclusion,0,1
451,conclusion,1,1
452,conclusion,0,1
453,conclusion,1,1
454,conclusion,0,1
455,conclusion,1,1
456,conclusion,0,1
457,conclusion,1,1
458,conclusion,0,1
459,conclusion,1,1
460,conclusion,0,1
461,conclusion,1,1
462,conclusion,0,1
463,conclusion,1,1
